id,Calendar_age,Calendar_age_error,Reservoir_Min_Range_at_95.0%,Reservoir_Max_Range_at_95.0%,Mode,MidRange,Median
KNR159-5-78GGC,19248.0,86.0,-142.0,906.0,734.0,382.0,739.0
KNR159-5-78GGC,19594.0,76.0,40.0,926.0,662.0,483.0,701.0
MD77-176,2651.0,146.0,-502.0,699.0,580.0,98.0,546.0
MD77-176,5294.0,157.5,-599.0,739.0,620.0,70.0,542.0
MD77-176,7276.0,149.0,-755.0,867.0,596.0,56.0,603.0
MD77-176,10016.0,144.0,-468.0,599.0,469.0,66.0,467.0
MD77-176,12107.0,221.25,-960.0,873.0,603.0,-44.0,619.0
MD77-176,12861.0,148.0,-840.0,917.0,455.0,38.0,489.0
MD77-176,14605.0,271.25,-997.0,731.0,479.0,-133.0,475.0
MD77-176,17227.0,232.75,-772.0,1059.0,726.0,144.0,711.0
MD77-176,18773.0,199.5,-445.0,1346.0,1005.0,450.0,959.0
MD77-176,19456.0,253.0,-1231.0,925.0,624.0,-153.0,539.0
MD77-176,26722.0,283.75,-1443.0,1464.0,993.0,10.0,999.0
146-893A,15518.0,377.0,-1963.0,1457.0,823.0,-253.0,822.0
146-893A,16670.0,169.0,-515.0,1221.0,924.0,353.0,927.0
146-893A,16722.0,217.0,-830.0,1321.0,952.0,246.0,947.0
146-893A,16976.0,191.0,-594.0,1328.0,1006.0,367.0,979.0
146-893A,17372.0,80.0,314.0,1198.0,975.0,756.0,990.0
146-893A,17974.0,145.0,-380.0,1374.0,1090.0,497.0,1089.0
146-893A,18053.0,155.0,-484.0,1416.0,1135.0,466.0,1111.0
LV29-114-3,9650.0,71.0,409.0,1082.0,915.0,746.0,916.0
LV29-114-3,10833.0,86.0,263.0,1037.0,883.0,650.0,893.0
LV29-114-3,13113.0,54.0,431.0,1280.0,1055.0,856.0,1089.0
LV29-114-3,14147.0,89.0,293.0,1149.0,906.0,721.0,923.0
LV29-114-3,15953.0,105.0,281.0,1307.0,1121.0,794.0,1120.0
LV29-114-3,16890.0,94.0,318.0,1420.0,1265.0,869.0,1256.0
SO178-13-6,14532.0,176.0,-81.0,1169.0,968.0,544.0,969.0
SO178-13-6,15985.0,61.0,603.0,1239.0,1122.0,921.0,1120.0
SO178-13-6,16850.0,73.0,484.0,1366.0,1243.0,925.0,1240.0
SO201-2-101,13653.0,63.0,159.0,943.0,778.0,551.0,787.0
SO201-2-101,16918.0,68.0,313.0,1195.0,1071.0,754.0,1064.0
SO201-2-101,19629.0,147.0,-187.0,1348.0,979.0,580.0,1013.0
SO201-2-12KL,11266.0,83.0,285.0,1177.0,871.0,731.0,917.0
SO201-2-12KL,13321.0,55.0,386.0,1190.0,1027.0,788.0,1047.0
SO201-2-12KL,13771.0,74.0,348.0,1148.0,1054.0,748.0,999.0
SO201-2-12KL,15291.0,74.0,471.0,1228.0,1073.0,850.0,1075.0
SO201-2-77,11115.0,41.0,242.0,915.0,802.0,578.0,805.0
SO201-2-77,12579.0,45.0,278.0,1093.0,993.0,686.0,982.0
SO201-2-77,14567.0,101.0,235.0,865.0,759.0,550.0,760.0
SO201-2-85,11110.0,70.0,71.0,949.0,815.0,510.0,809.0
SO201-2-85,15489.0,105.0,56.0,1084.0,912.0,570.0,906.0
SO201-2-85,19674.0,80.0,308.0,1184.0,992.0,746.0,1000.0
SO202/1_18-6,11657.0,40.0,442.0,850.0,780.0,646.0,781.0
SO202/1_18-6,11802.0,81.0,228.0,929.0,799.0,578.0,795.0
SO202/1_18-6,12116.5,111.0,-16.0,945.0,798.0,464.0,802.0
SO202/1_18-6,12866.0,63.0,179.0,1033.0,873.0,606.0,877.0
JT96-09PC,10013.0,97.0,61.0,1017.0,878.0,539.0,877.0
JT96-09PC,12463.0,134.0,-355.0,1274.0,1068.0,460.0,1049.0
JT96-09PC,13079.0,122.0,-49.0,1587.0,1359.0,769.0,1306.0
JT96-09PC,13259.0,87.0,261.0,1488.0,1257.0,874.0,1255.0
JT96-09PC,14205.0,131.0,381.0,1382.0,1102.0,882.0,1117.0
JT96-09PC,14398.0,146.0,401.0,1304.0,1124.0,852.0,1131.0
JT96-09PC,15345.0,92.0,529.0,1455.0,1268.0,992.0,1276.0
JT96-09PC,10430.0,200.0,-648.0,872.0,519.0,112.0,504.0
JT96-09PC,10555.5,379.75,-2431.0,655.0,-26.0,-888.0,11.0
JT96-09PC,11425.0,348.5,-563.0,2015.0,1469.0,726.0,1520.0
JT96-09PC,12115.0,324.75,-145.0,2475.0,2117.0,1165.0,2133.0
JT96-09PC,12709.5,316.625,-219.0,2347.0,2191.0,1064.0,1900.0
JT96-09PC,14468.0,311.625,-449.0,1372.0,998.0,462.0,1014.0
JT96-09PC,14786.0,321.75,-576.0,1248.0,1069.0,336.0,1032.0
JT96-09PC,15612.0,366.0,-712.0,1552.0,1188.0,420.0,1101.0
KR02-15-PC06,4816.0,335.25,-1061.0,1328.0,1033.0,134.0,921.0
KR02-15-PC06,5047.0,86.0,72.0,855.0,709.0,464.0,714.0
KR02-15-PC06,7154.0,94.0,-214.0,1031.0,851.0,408.0,836.0
KR02-15-PC06,7327.8,255.5,-1301.0,1046.0,692.0,-128.0,652.0
KR02-15-PC06,8062.0,59.0,118.0,900.0,715.0,509.0,729.0
KR02-15-PC06,8319.2,297.45,-1176.0,1016.0,569.0,-80.0,505.0
KR02-15-PC06,11387.0,123.0,-178.0,902.0,618.0,362.0,634.0
KR02-15-PC06,11393.0,300.2,-1048.0,1096.0,589.0,24.0,642.0
KR02-15-PC06,11771.0,111.0,19.0,884.0,734.0,452.0,724.0
KR02-15-PC06,12195.2,299.425,-1514.0,782.0,497.0,-366.0,500.0
KR02-15-PC06,13911.0,407.25,-364.0,2095.0,1438.0,866.0,1430.0
KR02-15-PC06,14395.0,405.25,-608.0,1664.0,1120.0,528.0,1157.0
KR02-15-PC06,15088.0,87.0,50.0,984.0,816.0,517.0,813.0
KR02-15-PC06,15164.0,89.0,68.0,988.0,815.0,528.0,813.0
KR02-15-PC06,18630.0,200.0,-7582.0,-1210.0,-2408.0,-4396.0,-2412.0
SU90-08,2084.0,200.0,-206.0,1255.0,961.0,524.0,976.0
SU90-08,2084.0,200.0,83.0,1569.0,1268.0,826.0,1286.0
SU90-08,3312.0,200.0,-955.0,471.0,270.0,-242.0,224.0
SU90-08,3312.0,200.0,-725.0,719.0,516.0,-3.0,468.0
SU90-08,4959.0,200.0,-864.0,682.0,319.0,-91.0,363.0
SU90-08,4959.0,200.0,-1062.0,479.0,116.0,-292.0,161.0
SU90-08,6637.0,200.0,-756.0,1016.0,731.0,130.0,690.0
SU90-08,6637.0,200.0,-1427.0,340.0,56.0,-544.0,15.0
SU90-08,10189.0,200.0,-979.0,624.0,473.0,-178.0,354.0
SU90-08,10189.0,200.0,-1003.0,564.0,424.0,-220.0,305.0
SU90-08,11180.0,200.0,-285.0,824.0,727.0,270.0,611.0
SU90-08,11658.0,200.0,169.0,1635.0,1431.0,902.0,1416.0
SU90-08,12338.0,200.0,-348.0,1545.0,1362.0,598.0,1344.0
SU90-08,12338.0,200.0,-605.0,1273.0,1096.0,334.0,1077.0
SU90-08,13128.0,200.0,-967.0,956.0,748.0,-6.0,583.0
SU90-08,13128.0,200.0,-861.0,1057.0,851.0,98.0,685.0
SU90-08,13407.0,200.0,-541.0,1341.0,937.0,400.0,913.0
SU90-08,13407.0,200.0,-261.0,1550.0,1155.0,644.0,1129.0
SU90-08,13790.0,200.0,-558.0,1001.0,602.0,222.0,632.0
SU90-08,13790.0,200.0,-655.0,566.0,125.0,-44.0,218.0
SU90-08,14434.0,200.0,5.0,1412.0,1149.0,708.0,1157.0
SU90-08,14434.0,200.0,277.0,1637.0,1382.0,957.0,1390.0
SU90-08,16634.0,200.0,1819.0,3176.0,2898.0,2498.0,2931.0
SU90-08,17550.0,200.0,1241.0,3351.0,2961.0,2296.0,2980.0
SU90-08,18945.0,200.0,1010.0,3267.0,2691.0,2138.0,2743.0
SU90-08,18945.0,200.0,1071.0,3353.0,2776.0,2212.0,2827.0
SU90-08,19982.0,200.0,563.0,2714.0,2337.0,1638.0,2338.0
SU90-08,19982.0,200.0,627.0,2808.0,2425.0,1718.0,2426.0
SU90-08,21565.0,200.0,-303.0,2075.0,1683.0,886.0,1687.0
SU90-08,22949.0,200.0,-137.0,1647.0,1513.0,755.0,1320.0
SU90-08,23327.0,200.0,-639.0,1882.0,1412.0,622.0,1420.0
SU90-08,23511.0,200.0,-693.0,1879.0,1471.0,593.0,1455.0
SU90-08,24016.0,200.0,134.0,1931.0,1402.0,1032.0,1405.0
SU90-08,24569.0,200.0,-668.0,1794.0,1352.0,563.0,1354.0
SU90-08,24569.0,200.0,-147.0,2490.0,2013.0,1172.0,2015.0
SU90-08,25248.0,200.0,-468.0,2624.0,2079.0,1078.0,2089.0
SU90-08,25248.0,200.0,-676.0,2318.0,1790.0,821.0,1802.0
167-1019,10260.0,149.0,-321.0,1170.0,764.0,424.0,840.0
167-1019,10596.0,181.0,-484.0,1136.0,832.0,326.0,827.0
167-1019,12308.0,207.0,-974.0,1323.0,1020.0,174.0,1010.0
167-1019,12535.0,158.0,-619.0,1367.0,1101.0,374.0,1070.0
167-1019,12879.0,97.0,-148.0,1264.0,961.0,558.0,973.0
167-1019,14632.0,203.0,-370.0,1140.0,912.0,385.0,909.0
167-1019,16940.0,144.0,-127.0,1416.0,1187.0,644.0,1159.0
167-1019,18099.0,165.0,-387.0,1600.0,1328.0,606.0,1279.0
167-1019,21008.0,267.0,-1047.0,1652.0,1089.0,302.0,1124.0
167-1019,24069.0,329.0,-1703.0,1941.0,1129.0,119.0,1179.0
W8709A-13,10547.0,240.0,-1457.0,1126.0,606.0,-166.0,616.0
W8709A-13,11365.0,110.0,88.0,1007.0,736.0,548.0,752.0
W8709A-13,12142.0,105.0,68.0,970.0,841.0,519.0,842.0
W8709A-13,13827.0,86.0,60.0,988.0,739.0,524.0,777.0
W8709A-13,14211.0,121.0,-85.0,956.0,692.0,436.0,704.0
W8709A-13,15210.0,97.0,181.0,1129.0,949.0,655.0,945.0
W8709A-13,15622.0,113.0,-191.0,1289.0,1016.0,549.0,1014.0
W8709A-13,15785.0,129.0,-371.0,1147.0,855.0,388.0,857.0
W8709A-13,18952.0,123.0,-230.0,1353.0,983.0,562.0,1007.0
W8709A-13,19205.5,135.0,-329.0,1417.0,1099.0,544.0,1105.0
W8709A-13,24771.5,218.0,-972.0,1913.0,1438.0,470.0,1434.0
W8709A-13,24988.0,227.0,-1356.0,1675.0,1211.0,160.0,1189.0
KT89-18-P4,10446.0,179.0,-857.0,895.0,531.0,19.0,533.0
KT89-18-P4,11707.0,169.0,-436.0,807.0,598.0,186.0,585.0
KT89-18-P4,12851.0,90.0,-367.0,971.0,651.0,302.0,668.0
KT89-18-P4,13711.0,116.0,-414.0,835.0,614.0,210.0,596.0
KT89-18-P4,15225.0,148.0,-470.0,954.0,676.0,242.0,679.0
KT89-18-P4,19821.0,538.0,-3732.0,1922.0,829.0,-905.0,833.0
KT89-18-P4,22645.0,323.0,-2154.0,1666.0,910.0,-244.0,915.0
MD01-2420,2497.0,46.0,210.0,615.0,539.0,412.0,546.0
MD01-2420,8059.0,44.0,136.0,728.0,578.0,432.0,590.0
MD01-2420,10122.0,53.0,29.0,721.0,639.0,375.0,628.0
MD01-2420,11729.0,86.0,2.0,717.0,600.0,360.0,593.0
MD01-2420,12427.0,76.0,-97.0,866.0,769.0,384.0,746.0
MD01-2420,12937.0,83.0,-262.0,881.0,693.0,310.0,695.0
MD01-2420,13373.0,52.0,-6.0,780.0,636.0,387.0,641.0
MD01-2420,13651.0,56.0,29.0,729.0,576.0,379.0,585.0
MD01-2420,14972.0,221.0,-859.0,992.0,700.0,66.0,677.0
MD01-2420,15310.0,140.0,-440.0,943.0,668.0,252.0,677.0
MD01-2420,15824.0,69.0,144.0,843.0,702.0,494.0,705.0
MD01-2420,16853.0,84.0,15.0,987.0,847.0,501.0,843.0
MD01-2420,18863.0,145.0,-602.0,1296.0,829.0,347.0,868.0
MD01-2420,19507.0,56.0,171.0,1018.0,887.0,594.0,869.0
MD01-2420,22527.0,72.0,148.0,1100.0,853.0,624.0,869.0
MR06-04_PC04A,10716.0,86.0,378.0,1071.0,936.0,724.0,918.0
MR06-04_PC04A,11256.0,51.0,432.0,1119.0,886.0,776.0,925.0
MR06-04_PC04A,11480.0,78.0,464.0,1028.0,926.0,746.0,927.0
MR06-04_PC04A,13024.0,60.0,381.0,1248.0,1142.0,814.0,1130.0
MR06-04_PC04A,13903.0,56.0,439.0,1073.0,965.0,756.0,966.0
MR06-04_PC04A,18608.0,111.0,162.0,1607.0,1412.0,884.0,1372.0
MD02-2461,12589.968,200.0,-1049.0,699.0,647.0,-175.0,482.0
MD02-2461,13303.97925,200.0,-133.0,1523.0,1036.0,695.0,1113.0
MD02-2461,15181.998,200.0,-1845.0,-520.0,-775.0,-1182.0,-784.0
MD02-2461,16546.88989,200.0,-299.0,1096.0,837.0,398.0,839.0
MD02-2461,17520.48449,200.0,-557.0,1019.0,667.0,231.0,699.0
MD02-2461,19426.82409,200.0,-1893.0,-301.0,-497.0,-1097.0,-558.0
MD02-2461,20254.04148,200.0,-2891.0,-1304.0,-1555.0,-2098.0,-1573.0
MD02-2461,20938.998,200.0,-1385.0,91.0,-366.0,-647.0,-254.0
MD02-2461,21783.81415,200.0,-1244.0,577.0,376.0,-334.0,348.0
MD02-2461,23108.62184,200.0,-2082.0,-85.0,-638.0,-1084.0,-583.0
MD02-2461,24082.28684,200.0,-2312.0,-500.0,-916.0,-1406.0,-944.0
MD02-2461,24987.64916,200.0,-2437.0,-211.0,-478.0,-1324.0,-515.0
MD02-2461,25743.168,200.0,-2520.0,-46.0,-334.0,-1283.0,-440.0
EW0408-26JC,13550.0,200.0,-404.0,950.0,470.0,273.0,579.0
EW0408-26JC,13975.0,160.5,65.0,1029.0,821.0,547.0,790.0
EW0408-26JC,14267.0,143.625,405.0,1192.0,960.0,798.0,958.0
EW0408-26JC,14576.0,139.25,78.0,862.0,759.0,470.0,760.0
EW0408-26JC,14735.0,142.375,-23.0,907.0,773.0,442.0,775.0
EW0408-26JC,15443.5,166.0,6.0,1134.0,925.0,570.0,921.0
EW0408-26JC,16772.5,206.0,240.0,1566.0,1342.0,903.0,1345.0
EW0408-26JC,11800.0,200.0,-906.0,344.0,247.0,-281.0,174.0
EW0408-87JC,1529.0,11.5,-189.0,62.0,20.0,-64.0,8.0
EW0408-87JC,8337.0,138.75,138.0,1229.0,1075.0,684.0,1024.0
EW0408-87JC,11393.0,98.5,312.0,894.0,699.0,603.0,725.0
EW0408-87JC,11733.0,73.75,427.0,959.0,876.0,693.0,868.0
EW0408-87JC,12142.0,60.0,423.0,791.0,730.0,607.0,728.0
EW0408-87JC,12623.0,75.25,435.0,1257.0,1109.0,846.0,1126.0
EW0408-87JC,13288.0,73.0,340.0,1193.0,1080.0,766.0,1050.0
EW0408-87JC,14205.0,114.5,363.0,1101.0,870.0,732.0,874.0
EW0408-87JC,14571.0,140.0,169.0,1012.0,896.0,590.0,896.0
EW0408-87JC,15293.0,140.25,249.0,1210.0,949.0,730.0,1004.0
EW0408-87JC,15811.0,109.75,422.0,1275.0,1091.0,848.0,1105.0
EW0408-87JC,16134.0,116.75,333.0,1342.0,1163.0,838.0,1160.0
EW0408-87JC,16297.0,130.5,469.0,1523.0,1325.0,996.0,1323.0
EW0408-87JC,16408.0,134.5,430.0,1532.0,1322.0,981.0,1330.0
EW0408-87JC,16969.0,186.0,82.0,1323.0,1198.0,702.0,1127.0
LPAZ21P,10892.0,193.0,3947.0,6646.0,6163.0,5296.0,6161.0
LPAZ21P,11451.0,256.0,2793.0,4503.0,4063.0,3648.0,4086.0
LPAZ21P,11574.0,249.0,4216.0,5925.0,5585.0,5070.0,5579.0
LPAZ21P,11577.0,257.0,3450.0,5258.0,4904.0,4354.0,4897.0
LPAZ21P,11962.0,298.0,3397.0,5675.0,5309.0,4536.0,5369.0
LPAZ21P,12229.0,254.0,2995.0,5163.0,4913.0,4079.0,4909.0
LPAZ21P,12723.0,209.0,3845.0,5786.0,5172.0,4816.0,5407.0
LPAZ21P,12992.0,128.0,4299.0,5846.0,5619.0,5072.0,5597.0
LPAZ21P,13577.0,166.0,2023.0,6114.0,5332.0,4068.0,5333.0
LPAZ21P,13578.0,166.0,4074.0,5652.0,5265.0,4863.0,5304.0
LPAZ21P,13694.0,156.0,2862.0,4401.0,4085.0,3632.0,4077.0
LPAZ21P,13941.0,265.0,4358.0,5953.0,5566.0,5156.0,5547.0
LPAZ21P,14539.0,253.0,2048.0,5256.0,4665.0,3652.0,4666.0
LPAZ21P,14558.0,255.0,1860.0,5079.0,4490.0,3470.0,4490.0
LPAZ21P,16356.0,240.0,2392.0,4648.0,4236.0,3520.0,4240.0
LPAZ21P,16358.5,235.0,2449.0,4327.0,3979.0,3388.0,3987.0
LPAZ21P,16746.0,203.0,1208.0,3180.0,2849.0,2194.0,2844.0
LPAZ21P,18493.0,132.0,278.0,1572.0,1374.0,925.0,1373.0
LPAZ21P,18496.0,134.0,550.0,2131.0,1875.0,1340.0,1871.0
LPAZ21P,20728.0,164.0,1383.0,2758.0,2517.0,2070.0,2498.0
LPAZ21P,20917.0,197.0,-1886.0,3185.0,2214.0,650.0,2214.0
LPAZ21P,21645.0,231.0,682.0,2662.0,2389.0,1672.0,2389.0
LPAZ21P,22026.0,204.0,780.0,3311.0,2908.0,2046.0,2890.0
LPAZ21P,22030.0,204.0,-1052.0,3726.0,2855.0,1337.0,2849.0
LPAZ21P,23046.0,250.0,406.0,3248.0,2563.0,1827.0,2661.0
LPAZ21P,24423.0,219.0,865.0,2644.0,2271.0,1754.0,2287.0
LPAZ21P,26702.0,174.0,440.0,2910.0,2500.0,1675.0,2504.0
LPAZ21P,26706.0,177.0,377.0,3691.0,3112.0,2034.0,3114.0
LPAZ21P,27725.0,130.0,1010.0,4156.0,3573.0,2583.0,3544.0
LPAZ21P,29461.0,176.0,-2678.0,2253.0,1316.0,-212.0,1319.0
LPAZ21P,31069.0,72.0,-1605.0,4203.0,3116.0,1299.0,3110.0
MD97-2106,25190.0,181.25,-516.0,1452.0,1225.0,468.0,1140.0
MD97-2106,25999.0,192.625,-429.0,1775.0,1073.0,673.0,1194.0
MD97-2106,26199.0,239.75,-779.0,1651.0,1100.0,436.0,1087.0
MD97-2106,27464.5,245.375,-1767.0,941.0,256.0,-413.0,280.0
MD97-2106,28343.0,340.25,-876.0,2231.0,1759.0,678.0,1728.0
MD97-2106,29272.5,261.5,-971.0,1658.0,951.0,344.0,1069.0
MD97-2106,29810.75,270.75,-1219.0,1973.0,1677.0,377.0,1581.0
MD97-2106,30133.0,284.0,-1712.0,1545.0,711.0,-84.0,852.0
ML1208-01PC,5740.5,74.875,232.0,801.0,645.0,516.0,696.0
ML1208-01PC,9595.5,150.625,210.0,1348.0,944.0,779.0,966.0
ML1208-01PC,17685.5,728.125,-999.0,4430.0,3518.0,1716.0,3474.0
VINO19-4-GGC37,2250.0,500.0,2157.0,5198.0,4302.0,3678.0,4542.0
VINO19-4-GGC37,4000.0,500.0,430.0,3649.0,2779.0,2040.0,2969.0
VINO19-4-GGC37,4500.0,500.0,-87.0,3174.0,2483.0,1544.0,2564.0
VINO19-4-GGC37,6500.0,500.0,-1765.0,1844.0,1061.0,40.0,1085.0
VINO19-4-GGC37,8000.0,500.0,-1728.0,1745.0,724.0,8.0,772.0
VINO19-4-GGC37,9750.0,500.0,-2426.0,493.0,-388.0,-966.0,-285.0
VINO19-4-GGC37,9792.0,537.5,-1871.0,1316.0,426.0,-278.0,510.0
VINO19-4-GGC37,10000.0,500.0,-1792.0,1151.0,495.0,-320.0,495.0
VINO19-4-GGC37,10178.0,521.5,-1418.0,1801.0,1229.0,192.0,1101.0
VINO19-4-GGC37,10250.0,500.0,-2146.0,958.0,480.0,-594.0,206.0
VINO19-4-GGC37,10684.0,523.5,-1969.0,1364.0,585.0,-302.0,699.0
VINO19-4-GGC37,11182.0,780.0,-2737.0,1787.0,606.0,-475.0,810.0
VINO19-4-GGC37,11842.0,487.5,-1549.0,1506.0,767.0,-22.0,929.0
VINO19-4-GGC37,12509.0,417.5,-960.0,1635.0,1439.0,338.0,1317.0
VINO19-4-GGC37,12931.0,411.0,-1069.0,1656.0,970.0,294.0,982.0
VINO19-4-GGC37,13121.0,304.0,-508.0,1626.0,1157.0,559.0,967.0
VINO19-4-GGC37,13323.0,347.5,-718.0,1518.0,863.0,400.0,911.0
VINO19-4-GGC37,13458.0,272.5,-151.0,1616.0,850.0,732.0,1076.0
VINO19-4-GGC37,13598.0,285.5,-313.0,1484.0,899.0,586.0,952.0
VINO19-4-GGC37,13708.0,289.5,-210.0,1539.0,1071.0,664.0,1050.0
VINO19-4-GGC37,13799.0,275.5,-224.0,1404.0,860.0,590.0,932.0
VINO19-4-GGC37,13889.0,302.5,-211.0,1529.0,1024.0,659.0,1032.0
VINO19-4-GGC37,13952.0,284.0,-217.0,1379.0,979.0,581.0,955.0
VINO19-4-GGC37,14016.0,299.0,-209.0,1483.0,1132.0,637.0,1060.0
VINO19-4-GGC37,14075.0,314.5,-393.0,1364.0,772.0,486.0,891.0
VINO19-4-GGC37,14134.0,321.5,-331.0,1422.0,796.0,546.0,939.0
VINO19-4-GGC37,14187.0,360.0,-2458.0,-507.0,-1144.0,-1482.0,-1030.0
VINO19-4-GGC37,14254.0,352.5,-844.0,1101.0,516.0,128.0,596.0
VINO19-4-GGC37,14320.0,377.0,-2616.0,-559.0,-1131.0,-1588.0,-1075.0
VINO19-4-GGC37,14399.0,373.0,-2233.0,279.0,-252.0,-977.0,-220.0
VINO19-4-GGC37,14500.0,367.0,-880.0,1277.0,854.0,198.0,866.0
VINO19-4-GGC37,14597.0,412.5,-1171.0,1260.0,842.0,44.0,836.0
VINO19-4-GGC37,15242.0,479.5,-621.0,1933.0,1393.0,656.0,1504.0
VINO19-4-GGC37,15961.0,590.5,-2615.0,1118.0,339.0,-748.0,409.0
VINO19-4-GGC37,16571.0,629.5,-1999.0,2030.0,1203.0,16.0,1294.0
VINO19-4-GGC37,17547.0,557.0,-1991.0,1774.0,1065.0,-108.0,1083.0
VINO19-4-GGC37,18251.0,551.0,-1546.0,2414.0,1488.0,434.0,1660.0
VINO19-4-GGC37,18648.0,513.0,-1417.0,2118.0,1471.0,350.0,1340.0
VINO19-4-GGC37,18955.0,564.5,-1666.0,2264.0,995.0,299.0,1223.0
HU72-021-3,19302.0,145.0,-509.0,1027.0,763.0,259.0,759.0
HU72-021-7,13424.0,105.0,-517.0,787.0,556.0,135.0,541.0
KNR140-30GGC,13963.0,84.0,-277.0,645.0,510.0,184.0,497.0
KNR140-39GGC,14265.0,134.0,-267.0,647.0,412.0,190.0,421.0
KNR140-51GGC,11044.0,83.0,-271.0,621.0,507.0,175.0,499.0
KNR140-51GGC,11157.0,53.0,-163.0,647.0,531.0,242.0,512.0
KNR140-56GGC,10594.0,76.0,-179.0,585.0,421.0,203.0,430.0
KNR140-12JPC,10466.0,74.0,-171.0,568.0,462.0,198.0,451.0
PS75/104-1,7482.0,850.0,-3169.0,2404.0,1597.0,-382.0,1055.0
PS75/104-1,15538.0,672.0,-2617.0,1758.0,1106.0,-430.0,1064.0
PS75/104-1,17282.0,596.0,-3145.0,1090.0,150.0,-1028.0,352.0
PS75/104-1,18672.0,614.0,-3204.0,1227.0,461.0,-988.0,280.0
PS2606-6,1576.0,103.0,-299.0,945.0,705.0,323.0,707.0
PS2606-6,1787.0,108.0,-494.0,820.0,565.0,163.0,569.0
PS2606-6,2362.0,79.0,177.0,859.0,610.0,518.0,645.0
PS2606-6,3452.5,145.0,-484.0,977.0,660.0,246.0,679.0
PS2606-6,5120.0,83.0,156.0,824.0,726.0,490.0,732.0
PS2606-6,5412.0,50.0,218.0,749.0,674.0,484.0,670.0
PS2606-6,6474.0,118.0,-553.0,831.0,539.0,139.0,549.0
PS2606-6,7745.0,109.0,-615.0,858.0,554.0,122.0,566.0
PS2606-6,8610.0,148.0,-698.0,806.0,447.0,54.0,472.0
PS2606-6,9401.0,73.0,-49.0,693.0,610.0,322.0,589.0
PS2606-6,10878.5,96.0,-159.0,581.0,461.0,211.0,467.0
PS2606-6,11400.0,140.0,-511.0,826.0,501.0,158.0,518.0
PS2606-6,12058.0,122.0,-188.0,725.0,561.0,268.0,573.0
PS2606-6,12533.5,206.0,-2857.0,-661.0,-892.0,-1759.0,-950.0
PS2606-6,13230.0,183.0,-160.0,1633.0,1215.0,736.0,1243.0
PS2606-6,13314.0,190.0,-899.0,1192.0,739.0,146.0,745.0
PS2606-6,13697.0,298.0,-2386.0,-179.0,-772.0,-1282.0,-742.0
PS2606-6,14168.5,339.0,-10741.0,-8620.0,-9238.0,-9680.0,-9137.0
PS2606-6,15339.5,97.0,320.0,1215.0,1028.0,768.0,1040.0
PS69/907-2,1951.0,295.0,-901.0,1090.0,576.0,94.0,661.0
PS69/907-2,6979.0,179.0,-922.0,1022.0,709.0,50.0,711.0
PS69/907-2,7403.0,152.0,-996.0,851.0,538.0,-72.0,515.0
PS69/907-2,9248.0,204.0,-620.0,849.0,585.0,114.0,558.0
PS69/907-2,10788.5,447.0,-1403.0,1458.0,764.0,28.0,815.0
PS69/907-2,10995.0,474.0,-3525.0,-140.0,-667.0,-1832.0,-727.0
PS69/907-2,11203.5,204.0,-778.0,894.0,659.0,58.0,540.0
PS69/907-2,11557.0,169.0,-722.0,719.0,451.0,-2.0,452.0
PS69/907-2,12292.5,202.0,-1127.0,896.0,650.0,-116.0,640.0
PS69/907-2,13423.0,136.0,-361.0,1384.0,1055.0,512.0,1044.0
PS69/907-2,14120.0,255.0,-312.0,1406.0,898.0,547.0,989.0
PS69/907-2,16864.0,291.0,-1074.0,1525.0,1141.0,226.0,1106.0
PS69/907-2,18095.0,187.0,-293.0,1936.0,1627.0,822.0,1569.0
PS69/907-2,18606.0,224.0,-517.0,1737.0,1393.0,610.0,1338.0
PS69/907-2,22597.5,228.0,-715.0,1793.0,1238.0,539.0,1273.0
PS69/907-2,23426.0,375.0,-1846.0,1627.0,956.0,-110.0,939.0
PS69/907-2,30121.0,402.0,-2210.0,2591.0,1493.0,190.0,1701.0
PS69/907-2,37545.0,1236.0,-12665.0,3612.0,983.0,-4526.0,1030.0
PS69/912-3,5407.5,38.0,111.0,593.0,528.0,352.0,526.0
PS69/912-3,7563.0,43.0,0.0,647.0,567.0,324.0,528.0
PS69/912-3,11135.0,177.0,-570.0,965.0,751.0,198.0,680.0
PS69/912-3,11891.0,195.0,-808.0,947.0,648.0,70.0,652.0
PS69/912-3,12432.0,162.0,-1120.0,786.0,547.0,-167.0,528.0
PS69/912-3,14745.0,254.0,-569.0,1349.0,1073.0,390.0,1058.0
PS69/912-3,17281.0,172.0,-329.0,1537.0,1200.0,604.0,1184.0
PS69/912-3,17856.0,168.0,-271.0,1757.0,1441.0,743.0,1435.0
PS69/912-3,18469.5,188.0,-968.0,1613.0,1113.0,322.0,1122.0
PS69/912-3,19420.0,159.0,49.0,1970.0,1643.0,1010.0,1618.0
PS69/912-3,19793.0,179.0,-477.0,1455.0,1100.0,489.0,1100.0
PS69/912-3,20676.0,405.0,-2638.0,572.0,-29.0,-1033.0,-40.0
PS69/912-3,22051.5,241.0,-982.0,1662.0,1260.0,340.0,1228.0
PS69/912-3,30054.0,339.0,-1803.0,2683.0,1737.0,440.0,1871.0
PS69/912-3,30928.5,336.0,-2932.0,2975.0,1991.0,22.0,1877.0
PS69/912-3,31641.0,520.0,-4397.0,2425.0,772.0,-986.0,859.0
PS69/912-3,36970.0,1858.0,-31619.0,16192.0,7068.0,-7714.0,7070.0
