Event,Latitude,Longitude,Cal age [ka BP],"Cal age std e [±] (calculated, 1 sigma)","Age dated [ka] (planktic, Age, 14C AMS)","Age std e [±] (planktic, calculated, 1 sigma)","Age dated [ka] (Coeval atmospheric 14C age, A...)"
PS2606-6,-53.23166,40.80166,11400.0,140.0,10495.0,120.0,10003.0
PS2606-6,-53.23166,40.80166,12058.0,122.0,10900.0,40.0,10336.0
PS2606-6,-53.23166,40.80166,12533.5,206.0,9565.0,125.0,10534.0
PS2606-6,-53.23166,40.80166,13230.0,183.0,12600.0,90.0,11338.0
PS2606-6,-53.23166,40.80166,13314.0,190.0,12192.0,143.0,11448.0
PS2606-6,-53.23166,40.80166,13697.0,298.0,11109.0,134.0,11835.0
PS2606-6,-53.23166,40.80166,14168.5,339.0,3118.0,107.0,12277.0
PS2606-6,-53.23166,40.80166,15339.5,97.0,13900.0,60.0,12874.0
PS69/907-2,-55.00416,73.334,1951.0,295.0,2680.0,25.0,2036.0
PS69/907-2,-55.00416,73.334,6979.0,179.0,6823.0,121.0,6111.4
PS69/907-2,-55.00416,73.334,7403.0,152.0,7012.0,118.0,6417.6
PS69/907-2,-55.00416,73.334,9248.0,204.0,8820.0,35.0,8223.599999999999
PS69/907-2,-55.00416,73.334,10788.5,447.0,10350.0,40.0,9562.900000000001
PS69/907-2,-55.00416,73.334,10995.0,474.0,8907.0,121.0,9541.0
PS69/907-2,-55.00416,73.334,11203.5,204.0,10325.0,131.0,9770.2
PS69/907-2,-55.00416,73.334,11557.0,169.0,10494.0,133.0,10027.0
PS69/907-2,-55.00416,73.334,12292.5,202.0,11033.0,133.0,10411.0
PS69/907-2,-55.00416,73.334,13423.0,136.0,12606.0,141.0,11537.0
PS69/907-2,-55.00416,73.334,14120.0,255.0,13206.0,112.0,12248.0
PS69/907-2,-55.00416,73.334,16864.0,291.0,14993.0,172.0,13850.0
PS69/907-2,-55.00416,73.334,18095.0,187.0,16334.0,160.0,14720.0
PS69/907-2,-55.00416,73.334,18606.0,224.0,16613.0,135.0,15158.0
PS69/907-2,-55.00416,73.334,22597.5,228.0,19979.0,171.0,18752.0
PS69/907-2,-55.00416,73.334,23426.0,375.0,20396.0,233.0,19534.0
PS69/907-2,-55.00416,73.334,30121.0,402.0,27600.0,290.0,25938.0
PS69/907-2,-55.00416,73.334,37545.0,1236.0,34100.0,1200.0,33101.0
PS69/912-3,-50.3105,71.56766,5407.5,38.0,5200.0,25.0,4664.0
PS69/912-3,-50.3105,71.56766,7563.0,43.0,7210.0,40.0,6638.8
PS69/912-3,-50.3105,71.56766,11135.0,177.0,10384.0,122.0,9653.0
PS69/912-3,-50.3105,71.56766,11891.0,195.0,10871.0,135.0,10229.0
PS69/912-3,-50.3105,71.56766,12432.0,162.0,10970.0,134.0,10366.0
PS69/912-3,-50.3105,71.56766,14745.0,254.0,13536.0,147.0,12369.0
PS69/912-3,-50.3105,71.56766,17281.0,172.0,15398.0,153.0,14159.0
PS69/912-3,-50.3105,71.56766,17856.0,168.0,16017.0,160.0,14574.0
PS69/912-3,-50.3105,71.56766,18469.5,188.0,16300.0,220.0,15191.0
PS69/912-3,-50.3105,71.56766,19420.0,159.0,17703.0,170.0,16047.999999999998
PS69/912-3,-50.3105,71.56766,19793.0,179.0,17508.0,155.0,16354.0
PS69/912-3,-50.3105,71.56766,20676.0,405.0,17100.0,130.0,17128.0
PS69/912-3,-50.3105,71.56766,22051.5,241.0,19335.0,176.0,18095.0
PS69/912-3,-50.3105,71.56766,30054.0,339.0,27672.0,302.0,25794.0
PS69/912-3,-50.3105,71.56766,30928.5,336.0,28600.0,530.0,26576.0
PS69/912-3,-50.3105,71.56766,31641.0,520.0,28600.0,640.0,27685.0
PS69/912-3,-50.3105,71.56766,36970.0,1858.0,39800.0,5300.0,32628.0
PS69/912-3,-50.3105,71.56766,39890.5,1761.0,33500.0,2200.0,34806.0
PS69/912-4,-50.31033,71.5655,12870.0,80.0,11600.0,65.0,10963.0
PS69/912-4,-50.31033,71.5655,15717.0,250.0,14150.0,190.0,13110.0
PS69/912-4,-50.31033,71.5655,20157.0,1572.0,20379.0,307.0,16669.0
PS69/912-4,-50.31033,71.5655,21936.0,1804.0,19100.0,310.0,17974.0
PS69/912-4,-50.31033,71.5655,30621.0,1178.0,28300.0,950.0,26303.0
PS69/912-4,-50.31033,71.5655,45484.0,5068.0,41800.0,6500.0,43074.0
TR163-31,-3.62,-83.97,19264.0,292.0,16700.0,260.0,15976.0
TR163-31,-3.62,-83.97,25415.0,234.0,22030.0,250.0,21120.0
TR163-31,-3.62,-83.97,25428.0,271.0,22060.0,280.0,21117.0
TR163-31,-3.62,-83.97,27841.0,317.0,24510.0,320.0,23801.0
PC75-1,-44.23917,179.367,3525.5,121.0,3947.0,29.0,3494.0
PC75-1,-44.23917,179.367,17527.0,419.0,15371.0,319.0,14461.0
PC75-1,-44.23917,179.367,26377.0,1310.0,22904.0,1221.0,21996.0
PC75-2,-44.23917,179.367,3201.0,156.0,3670.0,20.0,3214.0
PC75-2,-44.23917,179.367,7595.5,119.0,7505.0,25.0,6952.8
PC75-2,-44.23917,179.367,9487.0,130.0,9160.0,40.0,8759.6
PC75-2,-44.23917,179.367,13361.0,126.0,12255.0,50.0,11689.0
PC75-2,-44.23917,179.367,16073.0,107.0,14175.0,45.0,13523.0
PC75-2,-44.23917,179.367,19263.0,342.0,16880.0,250.0,16149.0
MD07-3088,-46.0,-75.0,1526.5,58.0,2510.0,30.0,1621.0
MD07-3088,-46.0,-75.0,3919.0,57.0,4475.0,30.0,3616.0
MD07-3088,-46.0,-75.0,9140.0,78.0,9080.0,30.0,8228.0
MD07-3088,-46.0,-75.0,10357.0,57.0,10050.0,35.0,9202.0
MD07-3088,-46.0,-75.0,11331.0,57.0,10880.0,35.0,9956.2
MD07-3088,-46.0,-75.0,12621.0,38.0,11765.0,35.0,10579.0
MD07-3088,-46.0,-75.0,13655.0,50.0,12885.0,40.0,11823.0
MD07-3088,-46.0,-75.0,14051.0,61.0,13185.0,45.0,12132.0
MD07-3088,-46.0,-75.0,14400.5,64.0,13755.0,35.0,12396.0
MD07-3088,-46.0,-75.0,14676.5,78.0,13840.0,45.0,12473.0
MD07-3088,-46.0,-75.0,15246.0,66.0,14290.0,50.0,12780.0
MD07-3088,-46.0,-75.0,15618.0,65.0,14560.0,50.0,13029.0
MD07-3088,-46.0,-75.0,16103.000000000002,84.0,14970.0,80.0,13379.0
MD07-3088,-46.0,-75.0,16370.000000000002,58.0,15145.0,50.0,13581.0
MD07-3088,-46.0,-75.0,16676.0,65.0,15365.0,50.0,13778.0
MD07-3088,-46.0,-75.0,17260.0,81.0,15540.0,70.0,14150.0
MD07-3088,-46.0,-75.0,17723.0,64.0,16295.000000000002,50.0,14466.0
MD07-3088,-46.0,-75.0,17829.0,51.0,15990.0,50.0,14545.0
MD07-3088,-46.0,-75.0,17908.0,81.0,15755.0,45.0,14625.0
MD07-3088,-46.0,-75.0,18394.5,71.0,16320.0,45.0,15243.0
MD07-3088,-46.0,-75.0,19894.0,123.0,17610.0,50.0,16479.0
MD07-3088,-46.0,-75.0,1734.0,91.0,2510.0,30.0,1621.0
MD07-3088,-46.0,-75.0,4096.0,98.0,4475.0,30.0,3616.0
MD07-3088,-46.0,-75.0,11255.0,183.0,10880.0,35.0,9956.2
MD07-3088,-46.0,-75.0,13853.0,112.0,12885.0,40.0,11823.0
MD07-3088,-46.0,-75.0,14525.0,226.0,13755.0,35.0,12396.0
RR0503-36JPC,-39.94116667,-176.2238333,25650.0,40.0,21770.0,70.0,21219.0
RR0503-36JPC,-39.94116667,-176.2238333,25650.0,40.0,21770.0,70.0,21219.0
RR0503-64JPC,-37.42233333,177.0023333,13998.0,110.0,12720.0,45.0,12027.0
RR0503-64JPC,-37.42233333,177.0023333,17906.0,147.0,15020.0,60.0,14623.0
RR0503-64JPC,-37.42233333,177.0023333,17906.0,147.0,15245.0,40.0,14623.0
RR0503-64JPC,-37.42233333,177.0023333,13998.0,110.0,12720.0,45.0,12027.0
RR0503-64JPC,-37.42233333,177.0023333,17906.0,147.0,15020.0,60.0,14623.0
RR0503-64JPC,-37.42233333,177.0023333,17906.0,147.0,15245.0,40.0,14623.0
RR0503-79JPC,-36.95866667,176.5928333,13998.0,110.0,11895.0,35.0,12027.0
RR0503-79JPC,-36.95866667,176.5928333,13998.0,110.0,12810.0,35.0,12027.0
RR0503-79JPC,-36.95866667,176.5928333,25650.0,40.0,21250.0,60.0,21219.0
RR0503-79JPC,-36.95866667,176.5928333,25650.0,40.0,22140.0,60.0,21219.0
RR0503-79JPC,-36.95866667,176.5928333,13998.0,110.0,11895.0,35.0,12027.0
RR0503-79JPC,-36.95866667,176.5928333,13998.0,110.0,12810.0,35.0,12027.0
RR0503-79JPC,-36.95866667,176.5928333,25650.0,40.0,21250.0,60.0,21219.0
RR0503-79JPC,-36.95866667,176.5928333,25650.0,40.0,22140.0,60.0,21219.0
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,7540.0,25.0,7189.8
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,7750.0,30.0,7189.8
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,8350.0,25.0,7189.8
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,8200.0,30.0,7189.8
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15580.0,45.0,14623.0
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15515.0,40.0,14623.0
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15835.0,40.0,14623.0
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15965.0,40.0,14623.0
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,7540.0,25.0,7189.8
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,7750.0,30.0,7189.8
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,8350.0,25.0,7189.8
RR0503-83GC,-36.7375,176.6398333,8009.0,69.0,8200.0,30.0,7189.8
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15580.0,45.0,14623.0
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15515.0,40.0,14623.0
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15835.0,40.0,14623.0
RR0503-83GC,-36.7375,176.6398333,17906.0,147.0,15965.0,40.0,14623.0
S794,-36.30983333,176.6398333,25650.0,40.0,19450.0,70.0,21219.0
S794,-36.30983333,176.6398333,25650.0,40.0,22020.0,80.0,21219.0
S794,-36.30983333,176.6398333,25650.0,40.0,19450.0,70.0,21219.0
S794,-36.30983333,176.6398333,25650.0,40.0,22020.0,80.0,21219.0
S931,-39.45626667,176.4183333,25650.0,40.0,20430.0,70.0,21219.0
S931,-39.45626667,176.4183333,25650.0,40.0,22200.0,80.0,21219.0
S931,-39.45626667,176.4183333,25650.0,40.0,20430.0,70.0,21219.0
S931,-39.45626667,176.4183333,25650.0,40.0,22200.0,80.0,21219.0
S938,-45.075,179.4983333,25650.0,40.0,21640.0,80.0,21219.0
S938,-45.075,179.4983333,25650.0,40.0,21640.0,80.0,21219.0
MD07-3076,-44.07,-14.2,8130.750000000001,266.328125,8390.0,40.0,7300.7
MD07-3076,-44.07,-14.2,8381.66531,200.0,8672.5,150.0,7571.3
MD07-3076,-44.07,-14.2,8974.75,452.440625,9070.0,50.0,7969.599999999999
MD07-3076,-44.07,-14.2,8974.75,452.440625,9510.0,50.0,7969.599999999999
MD07-3076,-44.07,-14.2,8974.75,452.440625,9520.0,40.0,7969.599999999999
MD07-3076,-44.07,-14.2,9619.75,555.725,9560.0,40.0,8699.1
MD07-3076,-44.07,-14.2,10279.25,549.596875,9790.0,50.0,9175.7
MD07-3076,-44.07,-14.2,10279.25,549.596875,10060.0,50.0,9175.7
MD07-3076,-44.07,-14.2,10608.75,511.446875,10300.0,45.0,9428.0
MD07-3076,-44.07,-14.2,11390.0,290.578125,10470.0,50.0,9955.0
MD07-3076,-44.07,-14.2,11390.0,290.578125,10570.0,60.0,9955.0
MD07-3076,-44.07,-14.2,11390.0,290.578125,10670.0,50.0,9955.0
MD07-3076,-44.07,-14.2,11706.104099999999,200.0,10635.0,150.0,10090.0
MD07-3076,-44.07,-14.2,11795.25,184.284375,10600.0,50.0,10120.0
MD07-3076,-44.07,-14.2,11795.25,184.284375,10730.0,50.0,10120.0
MD07-3076,-44.07,-14.2,11996.75,184.15937499999998,10790.0,50.0,10298.0
MD07-3076,-44.07,-14.2,11996.75,184.15937499999998,10820.0,50.0,10298.0
MD07-3076,-44.07,-14.2,12288.0,179.659375,11400.0,50.0,10419.0
MD07-3076,-44.07,-14.2,12944.5,176.328125,11835.0,50.0,11042.0
MD07-3076,-44.07,-14.2,13272.5,188.78125,12760.0,60.0,11382.0
MD07-3076,-44.07,-14.2,13330.0,200.0,12835.0,150.0,11477.0
MD07-3076,-44.07,-14.2,14156.0,197.06562499999998,13360.0,60.0,12266.0
MD07-3076,-44.07,-14.2,14561.5,149.14374999999998,13300.0,60.0,12450.0
MD07-3076,-44.07,-14.2,14701.25,151.9,13430.0,60.0,12443.0
MD07-3076,-44.07,-14.2,14747.01849,200.0,13452.5,150.0,12368.0
MD07-3076,-44.07,-14.2,15003.5,155.825,13520.0,110.0,12598.0
MD07-3076,-44.07,-14.2,15350.25,164.55624999999998,13260.0,60.0,12881.0
MD07-3076,-44.07,-14.2,15350.25,164.55624999999998,13380.0,60.0,12881.0
MD07-3076,-44.07,-14.2,15350.25,164.55624999999998,13380.0,70.0,12881.0
MD07-3076,-44.07,-14.2,15350.25,164.55624999999998,13440.0,60.0,12881.0
MD07-3076,-44.07,-14.2,15350.25,164.55624999999998,13450.0,60.0,12881.0
MD07-3076,-44.07,-14.2,16596.25,404.04375,15360.0,60.0,13723.0
MD07-3076,-44.07,-14.2,16596.25,404.04375,15360.0,70.0,13723.0
MD07-3076,-44.07,-14.2,16596.25,404.04375,15560.0,80.0,13723.0
MD07-3076,-44.07,-14.2,17089.5,405.21875,15650.0,180.0,14098.0
MD07-3076,-44.07,-14.2,17875.25,245.565625,16510.0,210.0,14594.0
MD07-3076,-44.07,-14.2,18246.5,197.2125,16697.77836,49.793063,14970.0
MD07-3076,-44.07,-14.2,18453.0,189.09062500000002,17030.0,200.0,15212.0
MD07-3076,-44.07,-14.2,18456.11132,200.0,16698.0,150.0,15208.0
MD07-3076,-44.07,-14.2,18647.5,184.30625,17400.0,120.0,15252.0
MD07-3076,-44.07,-14.2,19245.25,177.64374999999998,18220.0,100.0,15970.0
MD07-3076,-44.07,-14.2,19727.75,196.40312500000002,18070.0,130.0,16355.0
MD07-3076,-44.07,-14.2,20573.25,231.18125,19060.0,130.0,17081.0
MD07-3076,-44.07,-14.2,22746.0,264.16875,20580.0,130.0,18789.0
MD07-3076,-44.07,-14.2,24271.70731,200.0,21346.666670000002,150.0,20267.0
MD07-3076,-44.07,-14.2,1143.75,340.69375,2230.0,30.0,1217.0
MD07-3076,-44.07,-14.2,1918.5,673.678125,2362.015656,35.0,1968.5
MD07-3076,-44.07,-14.2,3567.25,1039.5749999999998,3725.360525,36.861007,3342.5
MD07-3076,-44.07,-14.2,4621.0,1062.084375,4905.0,35.0,4131.0
MD07-3076,-44.07,-14.2,6279.0,972.8875,6506.346943,37.395044000000006,5440.0
MD07-3076,-44.07,-14.2,6903.75,757.6031250000001,6731.742998,35.819984,6061.0
MD07-3076,-44.07,-14.2,8130.750000000001,266.328125,8390.0,40.0,7300.7
MD07-3076,-44.07,-14.2,8974.75,452.440625,9366.66667,46.66667,7969.599999999999
MD07-3076,-44.07,-14.2,10279.25,549.596875,9925.0,70.710678,9175.7
MD07-3076,-44.07,-14.2,10608.75,511.446875,10300.0,45.0,9428.0
MD07-3076,-44.07,-14.2,11390.0,290.578125,10570.0,53.33333,9955.0
MD07-3076,-44.07,-14.2,11795.25,184.284375,10665.0,70.710678,10120.0
MD07-3076,-44.07,-14.2,11996.75,184.15937499999998,10805.0,70.710678,10298.0
MD07-3076,-44.07,-14.2,12288.0,179.659375,11400.0,50.0,10419.0
MD07-3076,-44.07,-14.2,12944.5,176.328125,11835.0,50.0,11042.0
MD07-3076,-44.07,-14.2,13272.5,188.78125,12760.0,60.0,11382.0
MD07-3076,-44.07,-14.2,14156.0,197.06562499999998,13360.0,60.0,12266.0
MD07-3076,-44.07,-14.2,14156.0,197.06562499999998,13360.0,60.0,12266.0
MD07-3076,-44.07,-14.2,14561.5,149.14374999999998,13300.0,60.0,12450.0
MD07-3076,-44.07,-14.2,14701.25,151.9,13430.0,60.0,12443.0
MD07-3076,-44.07,-14.2,15003.5,155.825,13520.0,110.0,12598.0
MD07-3076,-44.07,-14.2,15350.25,164.55624999999998,13382.0,62.0,12881.0
MD07-3076,-44.07,-14.2,16596.25,404.04375,15426.666669999999,70.0,13723.0
MD07-3076,-44.07,-14.2,17089.5,405.21875,15650.0,180.0,14098.0
MD07-3076,-44.07,-14.2,17875.25,245.565625,16510.0,210.0,14594.0
MD07-3076,-44.07,-14.2,18246.5,197.2125,16698.0,50.0,14970.0
MD07-3076,-44.07,-14.2,18453.0,189.09062500000002,17030.0,200.0,15212.0
MD07-3076,-44.07,-14.2,18647.5,184.30625,17400.0,120.0,15252.0
MD07-3076,-44.07,-14.2,19245.25,177.64374999999998,18220.0,100.0,15970.0
MD07-3076,-44.07,-14.2,19727.75,196.40312500000002,18070.0,130.0,16355.0
MD07-3076,-44.07,-14.2,20573.25,231.18125,19060.0,130.0,17081.0
MD07-3076,-44.07,-14.2,22746.0,264.16875,20580.0,130.0,18789.0
MD07-3076,-44.07,-14.2,24660.75,349.80312499999997,21730.0,100.0,20511.0
MD97-2121,-40.38225,-177.9946667,1718.0,10.0,2331.0,40.0,1829.0
MD97-2121,-40.38225,-177.9946667,7027.0,170.0,6884.0,30.0,6183.0
MD97-2121,-40.38225,-177.9946667,9906.0,246.0,8812.0,36.0,8853.6
MD97-2121,-40.38225,-177.9946667,11195.0,51.0,10552.0,38.0,9743.0
MD97-2121,-40.38225,-177.9946667,14324.0,254.0,12839.0,45.0,12370.0
MD97-2121,-40.38225,-177.9946667,17845.0,380.0,15986.0,56.0,14562.0
MD97-2121,-40.38225,-177.9946667,25358.0,162.0,22322.0,85.0,21107.0
MD97-2121,-40.38225,-177.9946667,7027.0,170.0,6884.0,30.0,6183.0
MD97-2121,-40.38225,-177.9946667,9906.0,246.0,8812.0,36.0,8853.6
MD97-2121,-40.38225,-177.9946667,11195.0,51.0,10552.0,38.0,9743.0
MD97-2121,-40.38225,-177.9946667,14324.0,254.0,12839.0,45.0,12370.0
MD97-2121,-40.38225,-177.9946667,17845.0,380.0,15986.0,56.0,14562.0
MD97-2121,-40.38225,-177.9946667,25358.0,162.0,22322.0,85.0,21107.0
CD38-17P,-1.4,-90.3,18727.0,93.0,17124.0,98.0,15388.0
CD38-17P,-1.4,-90.3,19924.0,149.0,18148.0,115.0,16518.0
CHAT-10K,-40.03283333,-179.9965,22359.0,149.0,20440.0,140.0,18415.0
CHAT-16K,-42.53333333,-178.4986667,17842.0,60.0,16550.0,50.0,14559.0
CHAT-3K,-42.65983333,-167.4961667,18588.0,96.0,17235.0,77.0,15128.0
CHAT-3K,-42.65983333,-167.4961667,20358.0,71.0,18765.0,65.0,16824.0
CHAT-5K,-40.78333333,-171.549,19036.0,121.0,17688.0,107.0,15784.0
CHAT-5K,-40.78333333,-171.549,19424.0,77.0,18005.0,65.0,16052.0
GeoB2104-3,-27.285,-46.373333,18592.0,95.0,16911.0,76.0,15134.0
GeoB2104-3,-27.285,-46.373333,18718.0,64.0,17046.0,77.0,15379.0
GeoB2104-3,-27.285,-46.373333,20133.0,126.0,18249.0,107.0,16650.0
GeoB2104-3,-27.285,-46.373333,21212.0,161.0,19148.0,117.0,17566.0
MD08-3169,-23.42983333,-11.7,18047.0,78.0,16370.999999999998,78.0,14703.0
MD08-3169,-23.42983333,-11.7,18851.0,88.0,17148.0,89.0,15574.0
MD08-3169,-23.42983333,-11.7,18871.0,86.0,17171.0,85.0,15608.0
MD08-3169,-23.42983333,-11.7,20956.0,88.0,18920.0,70.0,17412.0
MD97-2121,-40.38225,-177.9946667,18870.58413,200.0,16501.0,85.0,15607.0
MD97-2121,-40.38225,-177.9946667,20468.5873,200.0,18197.0,72.0,16929.0
MD97-2121,-40.38225,-177.9946667,21160.260319999998,200.0,18691.0,71.0,17549.0
MD97-2121,-40.38225,-177.9946667,22352.8,200.0,19650.0,75.0,18405.0
MD98-2165,-9.649333333,118.3385,18307.0,102.0,16675.0,90.0,15152.0
MD98-2165,-9.649333333,118.3385,18513.0,92.0,16864.0,77.0,15124.0
MD98-2165,-9.649333333,118.3385,19492.0,106.0,17747.0,82.0,16126.000000000002
MD98-2165,-9.649333333,118.3385,21161.0,112.0,19126.0,86.0,17549.0
SK129-CR2,3.0,76.0,20774.0,96.0,18723.0,83.0,17165.0
TR163-22,0.5,-92.0,18773.0,68.0,17167.0,77.0,15441.0
TR163-22,0.5,-92.0,20326.0,124.0,18468.0,108.0,16800.0
TR163-22,0.5,-92.0,21848.0,103.0,19665.0,85.0,17914.0
TR163-31,-3.0,-84.0,17525.0,85.0,17240.0,60.0,14454.0
TR163-31,-3.0,-84.0,20088.0,106.0,19460.0,90.0,16614.0
MD04-2829CQ,58.9,-9.6,1300.0,200.0,1790.0,150.0,1396.0
MD04-2829CQ,58.9,-9.6,10900.0,200.0,9794.0,150.0,9629.0
MD04-2829CQ,58.9,-9.6,11620.0,200.0,10964.66667,150.0,10061.0
MD04-2829CQ,58.9,-9.6,13200.0,200.0,11574.0,150.0,11356.0
MD04-2829CQ,58.9,-9.6,14540.0,200.0,12686.0,150.0,12440.0
MD04-2829CQ,58.9,-9.6,15400.0,200.0,14468.400000000001,150.0,12902.0
MD04-2829CQ,58.9,-9.6,17820.0,200.0,16559.42857,150.0,14536.0
17/1GCA,-4.216333333,-37.07525,499.0,125.0,1058.0,26.0,427.0
17/1GCA,-4.216333333,-37.07525,9366.0,133.0,8879.0,53.0,8309.2
17/1GCA,-4.216333333,-37.07525,10159.0,90.0,9481.0,57.0,8927.6
17/1GCA,-4.216333333,-37.07525,11331.0,78.0,10375.0,51.0,9956.2
17/1GCA,-4.216333333,-37.07525,11467.0,88.0,10397.0,52.0,10013.0
17/1GCA,-4.216333333,-37.07525,12063.0,99.0,10870.0,56.0,10341.0
17/1GCA,-4.216333333,-37.07525,12208.0,88.0,10893.0,60.0,10415.0
17/1GCA,-4.216333333,-37.07525,12810.5,73.0,11497.0,68.0,10905.0
17/1GCA,-4.216333333,-37.07525,13071.0,88.0,11716.0,68.0,11078.0
17/1GCA,-4.216333333,-37.07525,13804.0,134.0,12424.0,80.0,11992.0
17/1GCA,-4.216333333,-37.07525,14948.0,130.0,13135.0,79.0,12541.0
17/1GCA,-4.216333333,-37.07525,15146.0,104.0,13272.0,84.0,12703.0
17/1GCA,-4.216333333,-37.07525,15818.0,106.0,13817.0,62.0,13193.0
17/1GCA,-4.216333333,-37.07525,16491.5,97.0,14309.0,76.0,13647.0
17/1GCA,-4.216333333,-37.07525,16752.0,112.0,14501.0,63.0,13812.0
17/1GCA,-4.216333333,-37.07525,18332.0,133.0,15818.0,106.0,15200.0
17/1GCA,-4.216333333,-37.07525,18602.0,136.0,16125.0,110.0,15151.0
17/1GCA,-4.216333333,-37.07525,19376.0,167.0,16783.0,86.0,16015.999999999998
17/1GCA,-4.216333333,-37.07525,22684.0,212.0,19658.0,136.0,18783.0
GS07-150-20/2A,-4.260916667,-37.13738333,13187.0,49.0,11872.0,52.0,11350.0
GS07-150-20/2A,-4.260916667,-37.13738333,14763.0,93.0,13000.0,50.0,12365.0
GS07-150-20/2A,-4.260916667,-37.13738333,15188.0,73.0,13320.0,58.0,12736.0
GS07-150-20/2A,-4.260916667,-37.13738333,16938.0,71.0,14668.0,64.0,13891.0
MD09-3256,-3.546833333,-35.38516667,4415.0,361.0,4430.0,43.0,3945.0
MD09-3256,-3.546833333,-35.38516667,10872.0,272.0,10005.0,49.0,9592.4
MD09-3256,-3.546833333,-35.38516667,12347.0,158.0,11037.0,63.0,10403.0
MD09-3256,-3.546833333,-35.38516667,12680.0,191.0,11287.0,58.0,10622.0
MD09-3256,-3.546833333,-35.38516667,14477.0,270.0,12892.0,75.0,12413.0
MD09-3256,-3.546833333,-35.38516667,15660.5,186.0,13687.0,100.0,13065.0
MD09-3256,-3.546833333,-35.38516667,16419.0,179.0,14251.0,78.0,13612.0
MD09-3256,-3.546833333,-35.38516667,17572.0,193.0,15176.0,81.0,14464.0
MD09-3256,-3.546833333,-35.38516667,18269.5,148.0,15878.0,120.0,15045.0
MD09-3256,-3.546833333,-35.38516667,18703.5,164.0,16158.999999999998,65.0,15361.0
MD09-3256,-3.546833333,-35.38516667,20143.0,326.0,17385.0,105.0,16658.0
MD09-3256,-3.546833333,-35.38516667,21475.0,344.0,18544.0,159.0,17796.0
MD09-3256,-3.546833333,-35.38516667,23921.0,363.0,20733.0,151.0,19980.0
MD09-3257,-4.244666667,-36.35266667,595.0,210.0,1181.0,25.0,603.0
MD09-3257,-4.244666667,-36.35266667,7348.0,223.0,7046.0,43.0,6451.8
MD09-3257,-4.244666667,-36.35266667,10845.5,132.0,9994.0,50.0,9588.2
MD09-3257,-4.244666667,-36.35266667,11638.0,98.0,10532.0,51.0,10064.0
MD09-3257,-4.244666667,-36.35266667,12495.0,79.0,11143.0,54.0,10523.0
MD09-3257,-4.244666667,-36.35266667,12675.5,66.0,11292.0,56.0,10611.0
MD09-3257,-4.244666667,-36.35266667,13302.0,94.0,11986.0,58.0,11406.0
MD09-3257,-4.244666667,-36.35266667,14048.0,118.0,12615.0,60.0,12126.0
MD09-3257,-4.244666667,-36.35266667,14598.0,123.0,12905.0,58.0,12465.0
MD09-3257,-4.244666667,-36.35266667,15370.0,103.0,13490.0,69.0,12892.0
MD09-3257,-4.244666667,-36.35266667,15754.0,113.0,13705.0,74.0,13139.0
MD09-3257,-4.244666667,-36.35266667,16952.5,113.0,14692.0,77.0,13902.0
MD09-3257,-4.244666667,-36.35266667,17566.5,130.0,15151.0,85.0,14464.0
MD09-3257,-4.244666667,-36.35266667,18754.0,119.0,16251.999999999998,87.0,15417.0
MD09-3257,-4.244666667,-36.35266667,19215.0,143.0,16675.0,90.0,15956.0
MD99-2334,37.8,-10.16666667,315.03183,214.1972,761.63636,38.363913,306.15999999999997
MD99-2334,37.8,-10.16666667,1649.88205,372.695,1624.41739,37.880756,1784.1
MD99-2334,37.8,-10.16666667,3410.34589,211.31069499999998,3557.53333,38.0,3211.3
MD99-2334,37.8,-10.16666667,8671.97423,633.569455,8195.225,37.26413,7915.099999999999
MD99-2334,37.8,-10.16666667,11752.63309,382.14392000000004,10397.439999999999,41.784922,10126.0
MD99-2334,37.8,-10.16666667,12058.939390000001,238.155255,10656.37143,39.258503,10337.0
MD99-2334,37.8,-10.16666667,12340.54918,194.27845499999998,10812.342859999999,50.0,10422.0
MD99-2334,37.8,-10.16666667,12563.62471,161.50423,10904.0,50.0,10472.0
MD99-2334,37.8,-10.16666667,12735.45455,120.5,11030.0,50.0,10765.0
MD99-2334,37.8,-10.16666667,12911.803539999999,278.875,11181.47826,50.0,11019.0
MD99-2334,37.8,-10.16666667,13824.91667,643.270835,12542.91304,50.0,12022.0
MD99-2334,37.8,-10.16666667,14028.748379999999,598.7674499999999,12684.56522,110.0,12083.0
MD99-2334,37.8,-10.16666667,14815.463380000001,126.693485,13231.33333,41.335871000000004,12442.0
MD99-2334,37.8,-10.16666667,15022.60714,136.165625,13890.0,130.0,12612.0
MD99-2334,37.8,-10.16666667,15318.379459999998,132.35976499999998,13919.11111,162.788206,12854.0
