id,UncalibratedMinRange_at_95.0%,UncalibratedMaxRange_at_95.0%,Mode,MidRange,Median
17/1GCA,12067.0,12726.0,12511.0,12396.0,12545.0
17/1GCA,12114.0,12863.0,12724.0,12488.0,12702.0
17/1GCA,12588.0,13319.0,13211.0,12954.0,13190.0
17/1GCA,13095.0,13779.0,13637.0,13437.0,13649.0
17/1GCA,13236.0,13910.0,13818.0,13573.0,13809.0
17/1GCA,14173.0,15280.0,15222.0,14726.0,15146.0
17/1GCA,14280.0,15538.0,15137.0,14909.0,15223.0
17/1GCA,14856.0,16360.0,15992.0,15608.0,16025.0
17/1GCA,17519.0,19190.0,18781.0,18354.0,18771.0
GS07-150-20/2A,10908.0,11401.0,11347.0,11154.0,11323.0
GS07-150-20/2A,12056.0,12540.0,12475.0,12298.0,12446.0
GS07-150-20/2A,12191.0,12860.0,12739.0,12526.0,12735.0
GS07-150-20/2A,13489.0,14042.0,13878.0,13766.0,13895.0
MD09-3256,2106.0,4436.0,3887.0,3271.0,3978.0
MD09-3256,8115.0,9950.0,9588.0,9032.0,9569.0
MD09-3256,9886.0,10570.0,10373.0,10228.0,10386.0
MD09-3256,9912.0,11058.0,10590.0,10485.0,10635.0
MD09-3256,10888.0,12538.0,12406.0,11713.0,12405.0
MD09-3256,12157.0,13297.0,13064.0,12727.0,13065.0
MD09-3256,12714.0,13806.0,13623.0,13260.0,13608.0
MD09-3256,13466.0,14624.0,14460.0,14045.0,14446.0
MD09-3256,14089.0,15271.0,15221.0,14680.0,15053.0
MD09-3256,14253.0,15744.0,15400.0,14998.0,15364.0
MD09-3256,14636.0,17144.0,16586.0,15890.0,16666.0
MD09-3256,15921.0,18100.0,17806.0,17010.0,17759.0
MD09-3256,17686.0,20428.0,20022.0,19057.0,19975.0
MD09-3257,31.0,1047.0,950.0,539.0,618.0
MD09-3257,5186.0,6915.0,6445.0,6050.0,6432.0
MD09-3257,8760.0,9646.0,9587.0,9203.0,9569.0
MD09-3257,9458.0,10157.0,10050.0,9808.0,10060.0
MD09-3257,10198.0,10585.0,10375.0,10392.0,10472.0
MD09-3257,10220.0,10910.0,10592.0,10565.0,10620.0
MD09-3257,10696.0,11585.0,11375.0,11140.0,11419.0
MD09-3257,11387.0,12324.0,12032.0,11856.0,12132.0
MD09-3257,11817.0,12512.0,12451.0,12164.0,12439.0
MD09-3257,12203.0,12990.0,12899.0,12596.0,12882.0
MD09-3257,12488.0,13284.0,13150.0,12886.0,13139.0
MD09-3257,13361.0,14152.0,13869.0,13756.0,13907.0
MD09-3257,13677.0,14539.0,14458.0,14108.0,14447.0
MD09-3257,14526.0,15722.0,15410.0,15124.0,15423.0
MD09-3257,14840.0,16090.0,15972.0,15465.0,15945.0
MD99-2334,26.0,772.0,330.0,399.0,312.0
MD99-2334,41.0,2240.0,1590.0,1140.0,1763.0
MD99-2334,2091.0,3496.0,3314.0,2794.0,3197.0
MD99-2334,4308.0,8776.0,7966.0,6542.0,7924.0
MD99-2334,8342.0,10413.0,10037.0,9378.0,10122.0
MD99-2334,9303.0,10438.0,10361.0,9870.0,10329.0
MD99-2334,9622.0,10610.0,10373.0,10116.0,10386.0
MD99-2334,9929.0,10944.0,10371.0,10436.0,10522.0
MD99-2334,10209.0,11034.0,10910.0,10622.0,10777.0
MD99-2334,9770.0,11518.0,11049.0,10644.0,11019.0
MD99-2334,8775.0,12529.0,12402.0,10652.0,12009.0
MD99-2334,9151.0,12621.0,12405.0,10886.0,12158.0
MD99-2334,12047.0,12620.0,12488.0,12334.0,12474.0
MD99-2334,12074.0,12792.0,12621.0,12433.0,12607.0
MD99-2334,12131.0,12985.0,12894.0,12558.0,12848.0
MD99-2334,12174.0,13403.0,13224.0,12788.0,13178.0
MD99-2334,13176.0,14531.0,14450.0,13854.0,14329.0
MD99-2334,13514.0,14843.0,14470.0,14178.0,14558.0
MD99-2334,13937.0,15740.0,15214.0,14838.0,15245.0
MD99-2334,14909.0,16963.0,16577.0,15936.0,16599.0
MD99-2334,16404.0,17850.0,17566.0,17127.0,17593.0
MD99-2334,16360.0,18251.0,17811.0,17306.0,17841.0
MD99-2334,17129.0,20643.0,20025.0,18886.0,20039.0
MD99-2334,17405.0,21431.0,20580.0,19418.0,20576.0
MD99-2334,18507.0,22266.0,21113.0,20386.0,21183.0
MD99-2334,18620.0,24016.0,22418.0,21318.0,22540.0
MD99-2334,20331.0,24149.0,23284.0,22240.0,23309.0
MD99-2334,22605.0,26494.0,25302.0,24550.0,25846.0
MD99-2334,23714.0,27886.0,26319.0,25800.0,26603.0
MD99-2334,26.0,613.0,120.0,320.0,191.0
MD99-2334,31.0,1749.0,950.0,890.0,1127.0
MD99-2334,1953.0,3346.0,3053.0,2650.0,3026.0
MD99-2334,4064.0,8710.0,7966.0,6387.0,7840.0
MD99-2334,7909.0,10226.0,10028.0,9068.0,9914.0
MD99-2334,9138.0,10388.0,10210.0,9763.0,10198.0
MD99-2334,9457.0,10491.0,10365.0,9974.0,10361.0
MD99-2334,9899.0,10699.0,10375.0,10299.0,10420.0
MD99-2334,10117.0,10912.0,10483.0,10514.0,10544.0
MD99-2334,9554.0,11362.0,11048.0,10458.0,10891.0
MD99-2334,9123.0,12835.0,12404.0,10979.0,12313.0
MD99-2334,9441.0,12887.0,12405.0,11164.0,12378.0
MD99-2334,12079.0,12797.0,12626.0,12438.0,12621.0
MD99-2334,12133.0,13003.0,12894.0,12568.0,12864.0
MD99-2334,12202.0,13147.0,12929.0,12674.0,12963.0
MD99-2334,12177.0,13411.0,13229.0,12794.0,13188.0
MD99-2334,13081.0,14490.0,14153.0,13786.0,14180.0
MD99-2334,13556.0,15006.0,14470.0,14281.0,14610.0
MD99-2334,14202.0,15924.0,15756.0,15063.0,15510.0
MD99-2334,15491.0,17289.0,17123.0,16390.0,16900.0
MD99-2334,16725.0,18099.0,17813.0,17412.0,17833.0
MD99-2334,16745.0,18809.0,18243.0,17777.0,18273.0
MD99-2334,17378.0,20821.0,20356.0,19100.0,20248.0
MD99-2334,17623.0,22033.0,21112.0,19828.0,20991.0
MD99-2334,18633.0,22511.0,21974.0,20572.0,21822.0
MD99-2334,19119.0,24145.0,22415.0,21632.0,22892.0
MD99-2334,20439.0,24253.0,24033.0,22346.0,23573.0
MD99-2334,22914.0,26646.0,26308.0,24780.0,26023.0
MD99-2334,23728.0,27909.0,26318.0,25818.0,26626.0
SHAK03-6K,26.0,845.0,120.0,436.0,311.0
SHAK03-6K,76.0,4099.0,3315.0,2088.0,3403.0
SHAK03-6K,4361.0,7952.0,7299.0,6156.0,7173.0
SHAK03-6K,8075.0,10866.0,10363.0,9470.0,10279.0
SHAK03-6K,9962.0,11838.0,11052.0,10900.0,11367.0
SHAK03-6K,10888.0,12566.0,12406.0,11727.0,12411.0
SHAK03-6K,12108.0,12875.0,12729.0,12492.0,12704.0
SHAK03-6K,12418.0,13123.0,12954.0,12770.0,12980.0
SHAK03-6K,12480.0,13626.0,13391.0,13053.0,13397.0
SHAK03-6K,13222.0,14755.0,14459.0,13988.0,14475.0
SHAK03-6K,13463.0,15294.0,14704.0,14378.0,14769.0
SHAK03-6K,14252.0,16878.0,16365.0,15565.0,16400.0
SHAK03-6K,16614.0,19503.0,18786.0,18058.0,18808.0
SHAK03-6K,24364.0,28484.0,27515.0,26424.0,27834.0
SHAK03-6K,25749.0,31138.0,30573.0,28444.0,29778.0
SHAK03-6K,26.0,845.0,120.0,436.0,311.0
SHAK03-6K,76.0,4099.0,3315.0,2088.0,3403.0
SHAK03-6K,4361.0,7952.0,7299.0,6156.0,7173.0
SHAK03-6K,8075.0,10866.0,10363.0,9470.0,10279.0
SHAK03-6K,9962.0,11838.0,11052.0,10900.0,11367.0
SHAK03-6K,10888.0,12566.0,12406.0,11727.0,12411.0
SHAK03-6K,12108.0,12875.0,12729.0,12492.0,12704.0
SHAK03-6K,12418.0,13123.0,12954.0,12770.0,12980.0
SHAK03-6K,12480.0,13626.0,13391.0,13053.0,13397.0
SHAK03-6K,13222.0,14755.0,14459.0,13988.0,14475.0
SHAK03-6K,13463.0,15294.0,14704.0,14378.0,14769.0
SHAK03-6K,14252.0,16878.0,16365.0,15565.0,16400.0
SHAK03-6K,16614.0,19503.0,18786.0,18058.0,18808.0
SHAK03-6K,24364.0,28484.0,27515.0,26424.0,27834.0
SHAK03-6K,25749.0,31138.0,30573.0,28444.0,29778.0
SHAK05-3K,57.0,4182.0,3380.0,2120.0,3477.0
SHAK05-3K,3832.0,7442.0,6179.0,5637.0,6508.0
SHAK05-3K,5952.0,10186.0,9587.0,8069.0,9528.0
SHAK05-3K,8208.0,11653.0,10369.0,9930.0,10558.0
SHAK05-3K,9923.0,11534.0,11050.0,10728.0,11058.0
SHAK05-3K,10835.0,12311.0,12025.0,11573.0,12031.0
SHAK05-3K,11965.0,13592.0,13244.0,12778.0,13231.0
SHAK05-3K,11865.0,14500.0,13831.0,13182.0,13872.0
SHAK05-3K,13464.0,16058.0,15219.0,14761.0,15443.0
SHAK05-3K,14902.0,16760.0,16367.0,15831.0,16464.0
SHAK05-3K,16993.0,19403.0,18785.0,18198.0,18798.0
SHAK05-3K,57.0,4182.0,3380.0,2120.0,3477.0
SHAK05-3K,3832.0,7442.0,6179.0,5637.0,6508.0
SHAK05-3K,5952.0,10186.0,9587.0,8069.0,9528.0
SHAK05-3K,8208.0,11653.0,10369.0,9930.0,10558.0
SHAK05-3K,9923.0,11534.0,11050.0,10728.0,11058.0
SHAK05-3K,10835.0,12311.0,12025.0,11573.0,12031.0
SHAK05-3K,11965.0,13592.0,13244.0,12778.0,13231.0
SHAK05-3K,11865.0,14500.0,13831.0,13182.0,13872.0
SHAK05-3K,13464.0,16058.0,15219.0,14761.0,15443.0
SHAK05-3K,14902.0,16760.0,16367.0,15831.0,16464.0
SHAK05-3K,16993.0,19403.0,18785.0,18198.0,18798.0
SHAK06-4K,15732.0,17137.0,16811.0,16434.0,16803.0
SHAK06-4K,17285.0,18693.0,18233.0,17989.0,18230.0
SHAK06-4K,15732.0,17137.0,16811.0,16434.0,16803.0
SHAK06-4K,17285.0,18693.0,18233.0,17989.0,18230.0
SHAK10-10K,42.0,814.0,586.0,428.0,592.0
SHAK10-10K,254.0,1313.0,1198.0,784.0,1175.0
SHAK10-10K,56.0,2177.0,1880.0,1116.0,1789.0
SHAK10-10K,1265.0,6892.0,5309.0,4078.0,5562.0
SHAK10-10K,6058.0,8419.0,7971.0,7238.0,7994.0
SHAK10-10K,8334.0,10224.0,10028.0,9279.0,9979.0
SHAK10-10K,9077.0,11354.0,10369.0,10216.0,10538.0
SHAK10-10K,11811.0,12833.0,12500.0,12322.0,12561.0
SHAK10-10K,12506.0,13479.0,13272.0,12992.0,13307.0
SHAK10-10K,12596.0,13819.0,13618.0,13208.0,13599.0
SHAK10-10K,12615.0,14517.0,14151.0,13566.0,14150.0
SHAK10-10K,42.0,814.0,586.0,428.0,592.0
SHAK10-10K,254.0,1313.0,1198.0,784.0,1175.0
SHAK10-10K,56.0,2177.0,1880.0,1116.0,1789.0
SHAK10-10K,1265.0,6892.0,5309.0,4078.0,5562.0
SHAK10-10K,6058.0,8419.0,7971.0,7238.0,7994.0
SHAK10-10K,8334.0,10224.0,10028.0,9279.0,9979.0
SHAK10-10K,9077.0,11354.0,10369.0,10216.0,10538.0
SHAK10-10K,11811.0,12833.0,12500.0,12322.0,12561.0
SHAK10-10K,12506.0,13479.0,13272.0,12992.0,13307.0
SHAK10-10K,12596.0,13819.0,13618.0,13208.0,13599.0
SHAK10-10K,12615.0,14517.0,14151.0,13566.0,14150.0
SHAK14-4G,26.0,681.0,120.0,354.0,254.0
SHAK14-4G,1663.0,3320.0,2947.0,2492.0,2961.0
SHAK14-4G,8195.0,9992.0,9589.0,9094.0,9586.0
SHAK14-4G,7867.0,10223.0,10027.0,9045.0,9833.0
SHAK14-4G,9031.0,10933.0,10370.0,9982.0,10372.0
SHAK14-4G,9914.0,10884.0,10375.0,10399.0,10476.0
SHAK14-4G,10215.0,11086.0,11043.0,10650.0,10955.0
SHAK14-4G,10379.0,11796.0,11520.0,11088.0,11506.0
SHAK14-4G,11691.0,12534.0,12455.0,12112.0,12440.0
SHAK14-4G,12057.0,12543.0,12477.0,12300.0,12445.0
SHAK14-4G,12101.0,12711.0,12614.0,12406.0,12597.0
SHAK14-4G,12229.0,12806.0,12717.0,12518.0,12707.0
SHAK14-4G,12334.0,12918.0,12773.0,12626.0,12796.0
SHAK14-4G,12157.0,12993.0,12894.0,12575.0,12870.0
SHAK14-4G,12729.0,13301.0,13218.0,13015.0,13214.0
SHAK14-4G,12473.0,13605.0,13387.0,13039.0,13380.0
SHAK14-4G,12140.0,13804.0,13397.0,12972.0,13433.0
SHAK14-4G,12687.0,14275.0,13837.0,13481.0,13883.0
SHAK14-4G,14855.0,16478.0,16362.0,15666.0,16211.0
SHAK14-4G,16737.0,18020.0,17811.0,17378.0,17815.0
SHAK14-4G,26.0,681.0,120.0,354.0,254.0
SHAK14-4G,1663.0,3320.0,2947.0,2492.0,2961.0
SHAK14-4G,8195.0,9992.0,9589.0,9094.0,9586.0
SHAK14-4G,7867.0,10223.0,10027.0,9045.0,9833.0
SHAK14-4G,9031.0,10933.0,10370.0,9982.0,10372.0
SHAK14-4G,9914.0,10884.0,10375.0,10399.0,10476.0
SHAK14-4G,10215.0,11086.0,11043.0,10650.0,10955.0
SHAK14-4G,10379.0,11796.0,11520.0,11088.0,11506.0
SHAK14-4G,11691.0,12534.0,12455.0,12112.0,12440.0
SHAK14-4G,12057.0,12543.0,12477.0,12300.0,12445.0
SHAK14-4G,12101.0,12711.0,12614.0,12406.0,12597.0
SHAK14-4G,12229.0,12806.0,12717.0,12518.0,12707.0
SHAK14-4G,12334.0,12918.0,12773.0,12626.0,12796.0
SHAK14-4G,12157.0,12993.0,12894.0,12575.0,12870.0
SHAK14-4G,12729.0,13301.0,13218.0,13015.0,13214.0
SHAK14-4G,12473.0,13605.0,13387.0,13039.0,13380.0
SHAK14-4G,12140.0,13804.0,13397.0,12972.0,13433.0
SHAK14-4G,12687.0,14275.0,13837.0,13481.0,13883.0
SHAK14-4G,14855.0,16478.0,16362.0,15666.0,16211.0
SHAK14-4G,16737.0,18020.0,17811.0,17378.0,17815.0
VM21-30,27.0,1716.0,950.0,872.0,933.0
VM21-30,1020.0,1536.0,1444.0,1278.0,1402.0
VM21-30,1020.0,1536.0,1444.0,1278.0,1402.0
VM21-30,2395.0,3721.0,3491.0,3058.0,3477.0
VM21-30,2395.0,3721.0,3491.0,3058.0,3477.0
VM21-30,2029.0,6209.0,5309.0,4119.0,5293.0
VM21-30,5183.0,6202.0,6010.0,5692.0,6035.0
VM21-30,5183.0,6202.0,6010.0,5692.0,6035.0
VM21-30,5146.0,8488.0,7965.0,6817.0,7935.0
VM21-30,5146.0,8488.0,7965.0,6817.0,7935.0
VM21-30,5922.0,9379.0,8887.0,7650.0,8782.0
VM21-30,5922.0,9379.0,8887.0,7650.0,8782.0
VM21-30,4994.0,10129.0,9587.0,7562.0,9308.0
VM21-30,4317.0,11812.0,10368.0,8064.0,10133.0
VM21-30,4317.0,11812.0,10368.0,8064.0,10133.0
VM21-30,4364.0,12048.0,10369.0,8206.0,10316.0
VM21-30,4364.0,12048.0,10369.0,8206.0,10316.0
VM21-30,4429.0,12383.0,10368.0,8406.0,10424.0
VM21-30,4429.0,12383.0,10368.0,8406.0,10424.0
VM21-30,4474.0,12398.0,10368.0,8436.0,10474.0
VM21-30,5503.0,12542.0,10367.0,9022.0,11249.0
VM21-30,6726.0,12802.0,12405.0,9764.0,11819.0
VM21-30,6726.0,12802.0,12405.0,9764.0,11819.0
VM21-30,6726.0,12802.0,12405.0,9764.0,11819.0
VM21-30,7956.0,12907.0,12404.0,10432.0,12144.0
VM21-30,7956.0,12907.0,12404.0,10432.0,12144.0
VM21-30,9151.0,12944.0,12405.0,11048.0,12382.0
VM21-30,9151.0,12944.0,12405.0,11048.0,12382.0
VM21-30,9167.0,13150.0,12405.0,11158.0,12435.0
VM21-30,8813.0,13940.0,12409.0,11376.0,12957.0
VM21-30,8813.0,13940.0,12409.0,11376.0,12957.0
VM21-30,9132.0,14361.0,12915.0,11746.0,13251.0
VM21-30,9132.0,14361.0,12915.0,11746.0,13251.0
VM21-30,9119.0,14479.0,13822.0,11799.0,13379.0
VM21-30,9315.0,14633.0,13826.0,11974.0,13562.0
VM21-30,9315.0,14633.0,13826.0,11974.0,13562.0
VM21-30,9426.0,14734.0,13826.0,12080.0,13674.0
VM21-30,9426.0,14734.0,13826.0,12080.0,13674.0
VM21-30,9936.0,15163.0,14460.0,12550.0,13896.0
VM21-30,10032.0,15169.0,14459.0,12600.0,13927.0
VM21-30,10269.0,15214.0,14457.0,12742.0,14116.0
VM21-30,10273.0,15229.0,14457.0,12751.0,14142.0
VM21-30,10273.0,15229.0,14457.0,12751.0,14142.0
VM21-30,11555.0,15677.0,14460.0,13616.0,14503.0
VM21-30,10855.0,16038.0,14463.0,13446.0,14675.0
VM21-30,5692.0,20704.0,17810.0,13198.0,17532.0
VM21-30,5339.0,22769.0,17814.0,14054.0,18811.0
VM21-30,20883.0,25202.0,24100.0,23042.0,24190.0
VM21-30,23906.0,27501.0,26319.0,25704.0,26376.0
